trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.9, 'e': 0.0069570482263738359}",20,8,20.709785219100272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.9, 'e': 0.0068947157094067487}",20,3,26.97328926841449,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.9, 'e': 0.0068329416681818132}",20,11,16.901738197903196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.9, 'e': 0.0067717210989679272}",25,9,28.742189992596284,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.9, 'e': 0.0067110490428655004}",25,17,11.683573120975765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.9, 'e': 0.0066509205854048212}",35,18,28.420561299609403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.9, 'e': 0.006591330856147967}",20,16,7.527773482036596,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.9, 'e': 0.0065322750282942746}",20,9,17.669711865507065,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.9, 'e': 0.0064737483182894049}",20,8,25.23110419653996,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.9, 'e': 0.0064157459854378542}",25,14,22.952619339152935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.9, 'e': 0.0063582633315189367}",25,14,20.672070215140415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.9, 'e': 0.006301295700406267}",25,20,8.555812326771385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.9, 'e': 0.0062448384776905685}",25,11,26.005234116568342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.9, 'e': 0.0061888870903059369}",25,4,35.739925063391034,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.9, 'e': 0.0061334370061594092}",25,13,23.582227130061778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.9, 'e': 0.0060784837337638405}",25,7,32.97406125839561,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.9, 'e': 0.0060240228218741317}",30,18,21.494372244577843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.9, 'e': 0.0059700498591266325}",30,20,15.647696288381034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.9, 'e': 0.0059165604736818572}",20,6,23.896669792558896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.9, 'e': 0.0058635503328703428}",20,14,12.95520785581211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.9, 'e': 0.0058110151428416908}",30,20,17.841515404502495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.9, 'e': 0.0057589506482167898}",25,17,17.112839823236147,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.9, 'e': 0.0057073526317431142}",30,9,37.361681663444166,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.9, 'e': 0.005656216913953108}",20,16,7.395473623143099,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.9, 'e': 0.0056055393528256824}",20,10,18.92965488067564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.9, 'e': 0.0055553158434506677}",30,23,13.344937285158615,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.9, 'e': 0.0055055423176963497}",20,6,24.50338734605179,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.9, 'e': 0.0054562147438799334}",25,10,28.209938469994203,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.9, 'e': 0.0054073291264409599}",30,18,26.48025974035908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.9, 'e': 0.0053588815056176973}",20,14,12.286385254460178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.9, 'e': 0.005310867957126362}",25,13,18.87095852668917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.9, 'e': 0.0052632845918432793}",20,10,16.996342142783835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.9, 'e': 0.0052161275554898487}",25,13,18.02520717238054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.9, 'e': 0.0051693930283203335}",20,12,17.918060541626698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.9, 'e': 0.0051230772248124857}",20,14,11.877318470436244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.9, 'e': 0.0050771763933609021}",30,20,16.795600561809863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.9, 'e': 0.0050316868159731307}",20,6,24.0375554452244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.9, 'e': 0.0049866048079685388}",25,11,24.403012150528706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.9, 'e': 0.004941926717679822}",20,8,25.38643933598474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.9, 'e': 0.0048976489261572421}",25,20,8.026591082991592,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.9, 'e': 0.0048537678468754831}",20,12,12.482004726003217,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.9, 'e': 0.0048102799254431212}",30,13,32.14660245032791,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.9, 'e': 0.0047671816393147519}",25,11,25.309247625959596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.9, 'e': 0.0047244694975056263}",20,5,24.942659755592118,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.9, 'e': 0.0046821400403089103}",20,12,15.681207436110052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.9, 'e': 0.0046401898390154295}",20,13,11.782602933419405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.9, 'e': 0.0045986154956359354}",25,7,34.666655251925924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.9, 'e': 0.004557413642625888}",20,4,30.199936722375323,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.9, 'e': 0.0045165809426126703}",30,22,14.952760141252117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.9, 'e': 0.0044761140881252473}",25,20,11.426760676269964,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.9, 'e': 0.0044360098013262886}",30,17,24.872539379729886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.9, 'e': 0.0043962648337466277}",25,6,30.56509349922893,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.9, 'e': 0.0043568759660221647}",25,15,19.49170011308325,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.9, 'e': 0.0043178400076330815}",20,10,21.995765934038474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.9, 'e': 0.0042791537966453989}",20,10,17.890027508862126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.9, 'e': 0.0042408141994548813}",20,5,28.375644827917416,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.9, 'e': 0.0042028181105331882}",20,9,21.37407021041566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.9, 'e': 0.0041651624521763441}",20,14,10.019790216234956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.9, 'e': 0.0041278441742554394}",30,13,33.428137521373266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.9, 'e': 0.0040908602539695502}",25,12,23.005561252507533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.9, 'e': 0.0040542076956009169}",20,14,12.150252547974592,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.9, 'e': 0.0040178835302722747}",20,13,16.579631996543963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.9, 'e': 0.0039818848157063651}",30,13,31.845534131464312,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.9, 'e': 0.003946208635987632}",20,10,19.154411880462067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.9, 'e': 0.003910852101326006}",30,15,26.593380741338237,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.9, 'e': 0.0038758123478228519}",20,16,6.509410434228278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.9, 'e': 0.0038410865372389808}",30,15,26.708802180722756,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.9, 'e': 0.0038066718567647422}",25,10,30.08187158523,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.9, 'e': 0.0037725655187922087}",30,19,20.07774628381754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.9, 'e': 0.0037387647606893495}",20,7,24.541938428999977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.9, 'e': 0.0037052668445762813}",20,6,19.69050238945178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.9, 'e': 0.0036720690571034873}",20,13,11.82072644797158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.9, 'e': 0.0036391687092320246}",30,20,20.180818864935347,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.9, 'e': 0.0036065631360157305}",25,15,20.950715716288368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.9, 'e': 0.0035742496963853507}",20,11,18.356541889525957,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.9, 'e': 0.0035422257729346013}",20,0,29.83715886246347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.9, 'e': 0.0035104887717081795}",35,11,41.69705500586276,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.9, 'e': 0.0034790361219916282}",25,18,12.55452334880067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.9, 'e': 0.0034478652761031265}",20,15,10.799160719070064,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.9, 'e': 0.0034169737091871173}",30,24,11.291987289144743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.9, 'e': 0.0033863589190097848}",20,5,25.456184908460493,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.9, 'e': 0.0033560184257563921}",25,13,24.48339769283993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.9, 'e': 0.0033259497718303903}",20,15,7.686368983377099,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.9, 'e': 0.0032961505216543749}",25,14,20.70151312383439,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.9, 'e': 0.0032666182614727915}",25,15,18.973117306859898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.9, 'e': 0.0032373505991564128}",20,13,16.55876516657144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.9, 'e': 0.0032083451640085923}",20,13,12.661515130618962,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.9, 'e': 0.0031795996065732265}",20,10,15.959344118635455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.9, 'e': 0.0031511115984444414}",30,12,34.650965348517914,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.9, 'e': 0.0031228788320780076}",30,13,27.56922449753587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.9, 'e': 0.0030948990206044083}",20,15,9.03012815230794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.9, 'e': 0.0030671698976436185}",30,1,46.61091832173691,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.9, 'e': 0.0030396892171215199}",20,12,18.988544386524197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.9, 'e': 0.0030124547530879604}",25,13,19.745576653868252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.9, 'e': 0.0029854642995364674}",20,2,33.98625119965068,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.9, 'e': 0.0029587156702255415}",30,12,30.97859375448966,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.9, 'e': 0.0029322066985015861}",20,15,8.991649461872553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.9, 'e': 0.0029059352371234}",35,23,19.622962132509933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.9, 'e': 0.002879899158088243}",25,14,18.348048403751456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.9, 'e': 0.00285409635245948}",25,13,9.420996262248142,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.9, 'e': 0.0028285247301957504}",20,9,22.231566171001298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.9, 'e': 0.0028031822199816639}",20,14,11.486794164309806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.9, 'e': 0.0027780667690600427}",35,23,22.59842099673257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.9, 'e': 0.0027531763430656249}",30,21,14.181350161221493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.9, 'e': 0.0027285089258602987}",20,8,21.047468074766126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.9, 'e': 0.002704062519369786}",25,9,24.902368681453652,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.9, 'e': 0.0026798351434217898}",25,12,22.956443856742425,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.9, 'e': 0.002655824835585617}",30,17,22.304742498751427,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.9, 'e': 0.0026320296510132005}",30,18,23.29878027793868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.9, 'e': 0.0026084476622815823}",35,18,31.753252609146145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.9, 'e': 0.0025850769592367833}",20,14,10.879678017233095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.9, 'e': 0.0025619156488390755}",25,14,20.45968138580317,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.9, 'e': 0.0025389618550096544}",25,16,14.511227852955383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.9, 'e': 0.0025162137184786726}",20,13,12.225194597276353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.9, 'e': 0.0024936693966346288}",20,12,15.853367316190333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.9, 'e': 0.0024713270633751321}",20,13,15.963495175199464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.9, 'e': 0.0024491849089589685}",30,18,24.630633181793332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.9, 'e': 0.002427241139859526}",25,14,16.60790246716728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.9, 'e': 0.0024054939786195117}",25,17,13.275241107588657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.9, 'e': 0.002383941663706971}",20,6,27.3145725123249,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.9, 'e': 0.0023625824493726162}",30,16,27.562628696325884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.9, 'e': 0.0023414146055084043}",30,24,12.014587200478694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.9, 'e': 0.0023204364175074101}",20,9,20.55475069630838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.9, 'e': 0.0022996461861249382}",30,17,23.06308398901216,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.9, 'e': 0.0022790422273408751}",30,23,13.666483231282644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.9, 'e': 0.0022586228722232967}",20,13,11.953814382005005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.9, 'e': 0.0022383864667932757}",20,16,7.370611266700582,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.9, 'e': 0.002218331371890904}",20,5,30.4751129505166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.9, 'e': 0.0021984559630425331}",25,13,17.409692462428453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.9, 'e': 0.0021787586303291758}",20,14,11.018053603923956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.9, 'e': 0.002159237778256115}",20,8,22.551096264502334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.9, 'e': 0.0021398918256236611}",25,15,17.3317516794151,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.9, 'e': 0.0021207192053990698}",20,12,19.375748632021466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.9, 'e': 0.0021017183645896244}",20,2,31.504697572675152,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.9, 'e': 0.0020828877641168261}",25,14,19.87322118042752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.9, 'e': 0.0020642258786917433}",25,13,25.937203274650084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.9, 'e': 0.0020457311966914551}",20,16,7.63983280839712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.9, 'e': 0.0020274022200366037}",35,14,39.268674401550385,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.9, 'e': 0.0020092374640700602}",25,16,18.999991753685155,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.9, 'e': 0.001991235457436662}",20,14,11.675854490117766,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.9, 'e': 0.0019733947419640248}",20,14,11.83230406763056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.9, 'e': 0.0019557138725444455}",20,12,15.661387421535748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.9, 'e': 0.0019381914170178295}",25,13,25.3348222847433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.9, 'e': 0.0019208259560557013}",25,13,22.53309879750254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.9, 'e': 0.0019036160830462295}",30,0,48.38857484415253,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.9, 'e': 0.0018865604039802878}",20,3,28.04670408222749,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.9, 'e': 0.00186965753733855}",20,15,8.9987132461744,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.9, 'e': 0.0018529061139795728}",25,14,19.130231886819978,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.9, 'e': 0.0018363047770289071}",25,7,34.96589794656827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.9, 'e': 0.0018198521817691848}",20,9,19.269076131180967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.9, 'e': 0.001803546995531191}",20,12,17.021684045000136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.9, 'e': 0.0017873878975859273}",30,11,35.008294434456424,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.9, 'e': 0.0017713735790376266}",20,16,8.295992547201179,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.9, 'e': 0.0017555027427177273}",25,15,20.36090506122878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.9, 'e': 0.0017397741030798137}",20,10,21.165334149198635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.9, 'e': 0.0017241863860954719}",20,8,22.440489824766725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.9, 'e': 0.0017087383291511053}",20,8,23.83819992306303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.9, 'e': 0.0016934286809456567}",20,12,16.636974733715174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.9, 'e': 0.0016782562013892477}",25,16,18.116999357908476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.9, 'e': 0.001663219661502742}",20,9,22.712153488992975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.9, 'e': 0.0016483178433181842}",25,16,17.63818432401461,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.9, 'e': 0.0016335495397801555}",20,0,27.32195317759289,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.9, 'e': 0.0016189135546479958}",20,13,10.557843786356978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.9, 'e': 0.0016044087023989048}",20,10,17.96302033482416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.9, 'e': 0.0015900338081319208}",25,11,22.663878965061407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.9, 'e': 0.0015757877074727502}",20,14,10.844212239335786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.9, 'e': 0.0015616692464794479}",30,22,10.732848627658484,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.9, 'e': 0.0015476772815489568}",30,19,20.09913934818942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.9, 'e': 0.0015338106793244643}",25,15,18.027161249250447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.9, 'e': 0.0015200683166036108}",20,3,23.04383836616592,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.9, 'e': 0.0015064490802475029}",20,16,6.782437120653946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.9, 'e': 0.0014929518670905469}",25,20,10.08015823186945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.9, 'e': 0.0014795755838511004}",20,12,15.928885105132437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.9, 'e': 0.0014663191470429043}",25,8,32.99496276807986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.9, 'e': 0.0014531814828873313}",20,10,19.769335985018884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.9, 'e': 0.0014401615272264022}",20,8,23.053121894831946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.9, 'e': 0.0014272582254365878}",20,16,7.9431747153371965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.9, 'e': 0.0014144705323433893}",20,13,11.9583165693696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.9, 'e': 0.0014017974121366757}",35,28,16.04894648494872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.9, 'e': 0.0013892378382867787}",25,16,15.400422501172859,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.9, 'e': 0.0013767907934613521}",20,10,20.38707630161609,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.9, 'e': 0.001364455269442957}",20,16,8.315219039155874,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.9, 'e': 0.0013522302670474046}",25,2,37.9767838689908,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.9, 'e': 0.0013401147960428181}",20,12,15.789880298811196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
